Course,Admission_grade,Tuition_fees_up_to_date,Age_at_enrollment,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade
171,144.2,1,18,0,0,0.0,0,0,0.0
9500,128.2,1,23,8,8,12.5075,8,8,12.5075
9003,135.3,1,21,18,11,12.090909090909092,14,11,12.0
9991,140.7,1,25,13,1,10.0,8,2,11.333333333333334
9130,130.4,1,18,6,6,13.5,9,5,13.2
9070,123.2,1,22,6,6,14.166666666666666,8,6,13.625
9670,118.0,1,27,7,6,14.0,7,6,14.714285714285714
9003,120.0,1,25,4,0,0.0,5,0,0.0
9119,118.9,1,18,9,3,11.666666666666666,10,3,11.333333333333334
9085,117.2,1,20,7,5,14.6,5,5,14.2
9003,120.0,1,27,10,5,13.0,13,5,11.5
8014,118.1,1,20,7,6,12.166666666666666,9,6,12.0
9147,124.8,1,22,9,0,0.0,5,1,12.0
9119,106.5,1,19,10,3,10.5,11,3,10.8
171,109.3,1,19,0,0,0.0,0,0,0.0
9085,120.0,0,29,12,0,0.0,8,0,0.0
9500,137.5,1,19,8,7,13.828571428571427,8,7,13.828571428571427
9238,120.4,1,20,7,6,11.5,6,6,11.666666666666666
9070,136.7,1,20,6,4,13.5,8,6,13.625
8014,118.5,1,31,12,0,0.0,0,0,0.0
9500,133.0,1,18,8,7,12.5375,9,7,12.614285714285714
9147,133.0,1,18,10,4,12.0,9,4,12.8
9254,102.0,1,19,8,5,11.8,8,5,11.6
9147,133.9,1,18,5,5,15.0,5,5,15.2
9085,127.0,1,19,7,3,12.0,7,5,13.2
9773,120.4,1,18,6,6,12.833333333333334,7,6,12.285714285714286
9254,124.5,1,19,12,6,11.666666666666666,14,3,12.0
9556,123.9,1,19,9,7,12.1625,8,8,13.825
9670,117.8,1,18,6,6,13.833333333333334,11,6,14.555555555555555
9670,110.0,1,20,9,6,12.125,7,6,13.571428571428571
9991,141.0,1,29,15,11,11.454545454545457,16,11,11.545454545454543
9853,111.5,0,20,10,4,12.0,14,3,10.0
9853,140.0,0,31,8,6,12.666666666666666,9,5,12.6
9670,134.3,1,20,7,6,12.666666666666666,9,6,13.77777777777778
9003,125.3,1,21,22,18,11.88888888888889,13,13,11.461538461538462
9130,140.0,1,23,0,0,0.0,0,0,0.0
9070,119.6,0,21,6,4,13.0,8,4,11.6
9500,170.0,1,24,7,7,16.885714285714283,9,8,15.744444444444444
8014,150.5,1,27,6,6,12.5,6,6,12.333333333333334
9500,128.0,1,18,9,7,13.055555555555555,8,8,15.8125
171,108.7,0,21,0,0,0.0,0,0,0.0
9130,121.6,1,19,7,0,0.0,5,0,0.0
9500,125.3,1,19,8,7,12.355714285714283,8,7,12.355714285714283
9085,117.6,1,18,0,0,0.0,0,0,0.0
9853,106.1,1,20,7,7,13.857142857142858,8,7,12.571428571428571
8014,139.9,1,24,9,5,13.0,6,6,14.166666666666666
9070,110.8,1,20,6,6,12.833333333333334,10,6,11.166666666666666
9500,117.8,1,19,8,7,12.357142857142858,8,7,12.357142857142858
9500,127.5,1,18,8,7,13.857142857142858,8,7,13.857142857142858
9238,129.7,1,20,6,6,12.333333333333334,6,6,10.666666666666666
9500,130.6,1,20,8,7,12.847142857142858,10,8,13.788888888888888
9500,126.3,1,19,9,6,12.339999999999998,9,8,13.01875
9773,105.0,1,20,6,6,13.833333333333334,6,6,12.5
9147,114.6,1,19,15,2,10.75,11,2,10.0
9853,114.6,1,19,11,4,13.25,10,4,10.25
9500,131.0,1,18,8,8,13.73125,8,8,13.73125
9070,109.0,1,23,6,6,13.333333333333334,8,3,12.666666666666666
9853,132.0,1,21,8,5,12.0,9,5,10.8
8014,130.0,1,23,10,9,10.88888888888889,10,6,11.333333333333334
9500,109.5,1,19,8,7,13.025,9,8,13.811111111111112
9773,115.9,1,18,6,6,13.0,6,6,14.166666666666666
9773,131.6,1,19,10,5,11.8,10,5,12.0
9500,120.0,1,25,8,7,12.042857142857144,8,7,12.042857142857144
9500,136.4,1,19,8,7,12.8375,8,8,15.5
9556,120.0,1,24,13,7,11.0,13,7,11.7
9670,132.6,1,18,7,6,13.5,9,5,14.0
9238,112.9,1,19,8,6,12.125,7,6,12.714285714285714
9500,134.3,1,18,12,7,12.62857142857143,12,7,12.62857142857143
9238,117.2,1,19,11,5,11.2,13,5,11.6
9773,129.8,1,18,6,6,12.666666666666666,6,6,11.833333333333334
9670,158.0,0,34,7,4,13.5,6,0,0.0
9773,115.0,0,20,0,0,0.0,0,0,0.0
9991,152.4,1,26,5,5,12.0,6,5,14.833333333333334
9556,110.2,1,27,9,7,12.228571428571428,10,8,13.2125
9670,113.5,1,20,6,4,11.5,5,4,10.75
9238,144.4,1,18,8,6,15.375,7,6,16.428571428571427
9500,100.0,1,24,11,7,12.614285714285714,11,7,12.614285714285714
9238,126.3,1,19,7,5,12.2,6,6,11.5
9773,115.9,1,19,13,4,11.75,10,4,11.0
8014,112.3,1,22,16,13,10.923076923076923,13,11,11.454545454545457
9070,127.0,1,20,6,5,12.4,9,5,12.4
9003,120.0,1,25,6,0,0.0,6,0,0.0
9003,180.0,1,21,6,6,15.833333333333334,8,6,15.5
9773,115.8,1,18,7,6,12.571428571428571,6,6,13.666666666666666
9670,136.5,1,18,7,3,12.0,7,4,13.25
9500,129.0,1,19,8,7,13.3625,9,8,14.444444444444445
9085,137.6,1,19,6,5,15.4,5,5,16.0
9773,129.5,0,18,9,5,12.2,9,4,11.75
9238,129.1,1,20,11,11,12.818181818181818,11,11,13.545454545454543
9500,130.2,1,19,0,0,0.0,0,0,0.0
9500,134.3,1,28,21,17,13.394736842105264,19,17,13.554736842105264
9238,138.4,1,20,8,6,14.25,8,6,11.0
8014,120.0,1,30,19,9,13.444444444444445,7,7,14.714285714285714
9500,123.5,1,19,8,7,12.285714285714286,10,8,11.7375
9070,116.1,1,22,7,6,11.666666666666666,7,5,13.2
9254,110.8,1,18,8,6,12.166666666666666,6,6,13.5
9853,142.8,1,23,11,2,10.0,15,2,11.0
9070,155.5,1,18,6,6,14.0,6,6,15.0
9773,163.5,0,50,7,1,15.0,12,0,0.0
171,161.9,1,19,0,0,0.0,0,0,0.0
9254,123.3,1,22,7,6,10.833333333333334,6,6,10.666666666666666
9238,137.5,1,23,7,6,13.142857142857142,6,6,14.0
9085,166.6,0,20,8,5,14.4,6,5,14.0
9238,103.5,0,44,0,0,0.0,0,0,0.0
9003,110.0,1,49,17,7,12.0,19,9,11.22222222222222
9991,128.2,1,46,13,9,12.2,12,10,12.8
9085,137.7,0,41,3,3,12.333333333333334,2,2,11.0
9500,128.8,1,18,8,7,11.8375,9,8,12.48125
9991,170.0,1,43,5,5,11.8,6,5,14.0
9147,116.4,0,70,5,0,0.0,9,0,0.0
9130,100.9,1,48,0,0,0.0,0,0,0.0
9003,136.0,1,41,19,19,12.68421052631579,13,13,12.384615384615383
33,100.0,0,35,18,3,11.25,7,0,0.0
9130,157.0,1,44,13,4,14.0,9,4,15.5
9147,152.1,1,18,15,4,13.333333333333334,6,2,13.5
8014,162.9,1,45,7,6,13.666666666666666,6,6,13.666666666666666
9003,140.0,1,22,12,5,12.6,11,6,11.714285714285714
9119,146.5,1,39,10,3,17.333333333333332,11,1,17.0
9147,128.0,1,49,9,3,14.0,8,3,13.666666666666666
9556,190.0,1,43,4,4,13.875,1,1,12.5
9991,133.2,1,32,5,0,0.0,5,0,0.0
9238,124.3,1,47,9,9,13.11111111111111,7,7,14.857142857142858
9991,138.1,1,37,8,5,13.0,11,4,13.333333333333334
8014,144.3,1,41,10,10,12.5,7,7,12.142857142857142
9003,140.0,1,60,18,18,14.11111111111111,13,13,14.23076923076923
9254,148.3,1,47,11,11,14.727272727272728,9,9,15.77777777777778
8014,96.0,0,50,6,0,0.0,6,0,0.0
9991,121.7,1,45,5,0,0.0,5,0,0.0
9119,160.0,0,45,5,0,0.0,5,0,0.0
9085,110.3,1,33,7,4,13.5,6,5,11.6
9500,129.0,1,18,8,7,13.105714285714283,8,7,13.105714285714283
9085,150.0,1,43,8,5,13.5,5,5,14.4
8014,100.0,1,44,18,13,11.846153846153848,11,11,12.0
9130,107.5,1,29,5,0,0.0,5,0,0.0
9670,170.0,0,53,11,3,14.333333333333334,6,0,0.0
33,140.0,1,35,18,6,12.666666666666666,11,3,12.0
171,170.0,1,22,0,0,0.0,0,0,0.0
8014,115.5,0,33,6,1,11.0,0,0,0.0
9130,130.0,0,41,9,0,0.0,9,0,0.0
9500,140.0,1,51,7,7,15.2,8,8,16.575
9670,126.6,1,19,7,6,14.428571428571429,8,7,14.375
9991,143.2,1,35,5,0,0.0,5,0,0.0
171,131.4,1,20,0,0,0.0,0,0,0.0
9773,118.3,0,18,11,5,12.166666666666666,15,3,12.0
9003,140.0,1,21,12,5,12.142857142857142,11,5,11.666666666666666
9254,124.7,1,21,9,6,12.0,8,5,11.6
9147,140.0,1,34,10,3,11.666666666666666,7,4,12.75
9130,150.0,1,34,9,0,0.0,6,0,0.0
9670,115.6,1,21,10,6,11.875,8,5,12.0
9254,123.4,1,30,17,2,10.0,15,3,11.333333333333334
9773,117.1,1,20,7,6,13.833333333333334,7,5,13.0
9070,113.9,1,18,0,0,0.0,0,0,0.0
9254,128.7,1,19,7,6,14.428571428571429,6,6,12.5
9500,132.9,1,18,8,5,14.2,9,6,12.4
9991,123.0,1,27,8,4,11.5,9,3,10.333333333333334
9773,129.8,1,52,7,5,13.0,6,6,15.0
9003,156.1,0,29,6,0,0.0,8,0,0.0
9003,120.0,0,22,12,3,11.333333333333334,13,2,11.0
9085,117.2,1,28,45,18,12.5,26,12,11.428571428571429
9670,107.0,1,30,5,0,0.0,5,0,0.0
9500,128.4,1,18,7,7,13.471428571428572,9,8,13.944444444444445
9670,123.4,1,21,5,4,11.75,5,3,13.333333333333334
9070,126.7,1,20,9,6,13.333333333333334,10,6,14.666666666666666
9500,123.0,1,21,8,8,13.105,8,8,13.105
9991,137.2,0,32,5,0,0.0,6,0,0.0
9070,125.9,1,20,6,6,15.5,7,6,12.166666666666666
171,138.0,0,19,0,0,0.0,0,0,0.0
9670,128.2,0,18,6,4,11.25,7,3,12.333333333333334
9991,126.5,0,23,24,12,11.0,21,11,11.363636363636363
9254,112.4,1,20,10,6,12.333333333333334,9,4,13.0
9147,109.0,1,46,18,8,11.375,11,5,11.8
9003,100.0,1,27,19,18,12.22222222222222,15,12,12.384615384615383
8014,120.0,1,41,11,9,12.0,8,6,12.0
8014,154.0,1,37,17,16,14.125,14,10,13.0
9991,100.0,1,26,11,9,12.333333333333334,7,7,12.571428571428571
8014,162.5,1,54,9,9,14.333333333333334,7,7,13.857142857142858
9670,134.1,1,21,6,6,15.166666666666666,9,6,14.0
9085,133.0,1,20,8,6,15.142857142857142,8,6,15.142857142857142
9773,119.0,1,18,0,0,0.0,0,0,0.0
9238,129.4,1,18,7,6,12.333333333333334,7,6,12.166666666666666
9085,140.0,1,22,9,6,12.0,12,3,12.0
9085,162.0,1,19,7,6,15.0,8,6,15.625
171,131.6,1,21,12,8,13.875,13,9,12.7
9773,117.4,1,18,6,6,12.5,6,6,13.833333333333334
9773,137.8,1,18,6,6,15.0,6,6,15.5
9670,106.7,1,20,10,2,11.666666666666666,10,4,10.5
9500,156.9,1,18,10,7,14.668,8,8,14.63375
9773,124.8,1,20,7,5,12.8,6,6,12.333333333333334
9238,115.1,1,19,10,6,10.833333333333334,7,6,12.142857142857142
9070,146.7,1,18,6,6,13.666666666666666,6,5,14.0
9500,132.8,1,18,8,7,14.537142857142856,8,7,14.537142857142856
9085,159.1,1,18,5,5,14.4,5,5,14.0
171,137.6,1,20,0,0,0.0,0,0,0.0
9773,124.0,1,19,6,6,13.166666666666666,6,6,13.833333333333334
9500,149.0,0,36,15,2,11.5,9,0,0.0
9238,129.6,1,19,7,6,11.333333333333334,7,6,12.428571428571429
9238,110.0,1,18,6,6,12.0,6,5,13.6
9773,116.1,1,18,6,6,13.166666666666666,6,6,12.166666666666666
9773,133.3,1,18,6,6,14.833333333333334,6,6,14.166666666666666
9070,144.3,1,19,7,7,13.0,9,9,13.22222222222222
9500,133.6,1,18,8,7,13.087142857142856,8,8,12.95
9130,123.2,1,19,8,6,13.333333333333334,7,6,13.666666666666666
9238,110.0,0,18,0,0,0.0,0,0,0.0
9147,118.0,1,19,7,5,13.6,6,5,12.2
9773,128.4,1,18,6,6,15.5,6,6,14.0
9853,113.6,1,19,7,7,13.857142857142858,7,7,14.285714285714286
9070,146.9,1,18,6,6,13.0,6,6,12.166666666666666
9773,129.7,1,20,4,0,0.0,0,0,0.0
9238,109.1,0,22,0,0,0.0,0,0,0.0
9853,107.1,1,18,8,7,12.142857142857142,9,6,13.666666666666666
9500,129.2,1,18,7,7,14.145714285714286,9,8,13.627777777777778
9500,154.1,1,18,7,7,14.45,9,8,14.144444444444444
9853,147.2,1,18,7,7,15.714285714285714,7,7,15.0
9070,120.8,1,18,6,6,14.5,6,6,12.833333333333334
8014,121.3,1,25,6,6,12.833333333333334,6,6,12.833333333333334
9147,127.0,1,18,10,5,12.0,8,4,11.6
171,151.6,1,19,0,0,0.0,0,0,0.0
9238,106.0,1,20,7,6,12.571428571428571,7,6,13.285714285714286
9773,111.6,1,21,6,6,12.5,6,6,11.5
9670,117.3,1,18,8,6,14.0,9,5,14.0
9853,121.4,1,18,8,7,11.571428571428571,9,6,13.166666666666666
9070,126.1,1,18,6,6,15.833333333333334,6,6,15.333333333333334
9500,137.0,1,18,8,8,14.25,8,8,14.25
9670,120.8,1,19,0,0,0.0,0,0,0.0
9254,128.7,1,20,8,6,11.666666666666666,10,6,11.0
9238,118.0,1,47,12,0,0.0,10,0,0.0
9130,160.0,1,31,11,2,12.0,12,1,10.0
9119,150.0,1,46,6,0,0.0,5,0,0.0
9119,125.4,1,19,10,3,13.333333333333334,9,4,10.75
9130,150.0,0,22,5,0,0.0,5,0,0.0
9147,114.5,1,19,5,5,13.8,7,5,12.4
9147,107.0,0,19,14,0,0.0,5,0,0.0
9130,120.0,0,29,11,0,0.0,6,0,0.0
9500,134.8,1,18,7,6,14.016666666666666,7,6,14.016666666666666
9238,133.6,1,18,9,5,11.4,8,5,10.8
171,129.0,0,23,0,0,0.0,0,0,0.0
9991,128.4,1,34,12,5,10.4,11,5,12.0
9147,122.2,1,19,11,3,10.666666666666666,9,4,10.25
9500,129.9,1,20,7,7,13.914285714285713,8,8,14.10625
9500,126.2,1,19,9,7,13.761111111111113,11,7,12.82375
9238,149.0,1,23,7,6,13.857142857142858,6,6,14.166666666666666
9500,120.0,1,34,8,7,13.842857142857143,8,7,13.842857142857143
9773,128.1,1,21,6,5,11.8,9,0,0.0
9238,141.7,1,22,6,6,12.666666666666666,6,6,13.833333333333334
9003,130.0,1,28,6,0,0.0,6,0,0.0
9119,113.3,1,23,7,0,0.0,5,0,0.0
9773,105.9,1,20,11,4,10.75,13,2,10.0
9119,122.7,1,18,7,5,12.6,9,3,13.25
9147,120.0,0,28,5,0,0.0,5,0,0.0
9070,119.8,1,21,7,2,12.0,10,7,12.142857142857142
9670,122.9,0,25,7,3,14.0,9,2,14.5
9085,160.0,0,19,6,6,14.0,11,6,13.5
9500,125.2,1,18,7,7,14.682857142857143,9,8,15.055555555555555
9119,143.4,1,29,3,0,0.0,0,0,0.0
9119,96.7,1,29,6,0,0.0,7,0,0.0
9254,126.9,1,20,7,6,13.857142857142858,7,5,12.8
171,143.1,1,18,0,0,0.0,0,0,0.0
9254,114.5,1,20,8,6,13.142857142857142,7,6,12.5
9119,140.0,1,33,14,1,18.0,9,2,13.0
9991,113.7,1,30,15,13,11.461538461538462,15,10,11.583333333333334
9003,143.5,1,18,6,5,15.0,8,4,14.5
9500,126.8,1,19,9,7,14.244444444444444,12,8,12.233333333333333
9070,115.2,1,21,8,4,11.5,7,5,11.0
9556,100.0,1,25,7,2,10.0,7,0,0.0
9670,121.4,1,19,7,3,12.333333333333334,5,5,11.6
9070,120.0,1,23,8,5,12.2,10,7,12.142857142857142
9070,129.9,1,19,6,6,13.666666666666666,7,5,13.2
171,151.1,1,19,0,0,0.0,0,0,0.0
9003,120.0,0,31,15,1,11.0,10,0,0.0
9003,130.0,0,32,8,3,13.0,14,6,11.428571428571429
9500,119.0,1,19,12,7,12.599999999999998,12,7,12.599999999999998
9773,122.0,1,34,11,10,12.2,12,9,12.333333333333334
9773,129.7,1,21,6,6,13.166666666666666,6,6,13.0
9238,112.5,1,53,16,6,11.0,9,7,11.0
9500,136.0,1,19,7,7,14.014285714285714,8,8,15.35
9773,133.1,1,20,9,4,13.0,13,4,11.25
9773,151.3,1,18,6,6,14.0,6,6,14.666666666666666
171,133.3,0,32,0,0,0.0,0,0,0.0
9500,130.8,1,21,8,7,14.428571428571429,8,7,14.428571428571429
8014,140.0,0,26,9,0,0.0,10,0,0.0
9085,150.0,1,26,45,18,11.833333333333334,27,13,12.461538461538462
9991,130.0,0,21,12,3,11.333333333333334,10,1,13.0
9773,125.3,1,18,9,6,12.5,9,6,13.0
9070,124.0,1,21,12,12,13.333333333333334,12,11,12.545454545454543
9670,124.4,1,19,6,6,13.0,6,6,14.0
9147,107.7,1,19,7,2,10.0,11,2,14.0
9238,110.0,1,19,8,6,11.428571428571429,11,5,11.2
9500,130.0,1,27,8,8,12.8875,8,8,12.8875
9500,138.8,1,18,7,6,12.95,7,6,12.95
9147,126.3,1,20,12,1,10.0,5,0,0.0
9500,114.5,1,19,7,7,13.094285714285714,8,8,12.55
9670,116.5,1,20,7,0,0.0,6,0,0.0
9238,128.6,1,19,12,5,11.714285714285714,11,6,11.0
171,134.6,1,20,0,0,0.0,0,0,0.0
9853,146.8,1,18,6,6,13.166666666666666,6,6,13.333333333333334
9085,135.7,1,20,7,4,12.75,5,5,13.4
9991,120.0,0,38,6,5,10.6,9,2,11.0
8014,138.0,1,42,8,5,11.2,6,6,12.0
9500,135.5,1,32,0,0,0.0,0,0,0.0
9773,120.0,1,22,6,6,13.0,6,6,13.666666666666666
9991,111.7,1,28,10,0,0.0,5,0,0.0
8014,100.0,1,37,0,0,0.0,0,0,0.0
9003,160.0,1,43,8,6,14.166666666666666,9,6,15.0
8014,114.8,1,41,10,5,12.833333333333334,6,6,12.333333333333334
8014,131.0,1,29,11,4,11.75,9,5,10.4
8014,97.0,1,35,8,6,10.833333333333334,7,6,11.5
9238,131.7,1,18,8,4,11.75,8,4,12.25
9500,120.0,0,39,14,3,11.5,9,2,10.5
9500,133.0,1,26,7,6,13.7,7,6,13.7
9085,140.0,1,32,8,1,14.0,12,0,0.0
9238,137.0,1,19,10,0,0.0,0,0,0.0
9853,108.0,1,19,10,6,13.0,7,7,13.285714285714286
9670,110.0,1,32,15,8,13.6,10,8,15.11111111111111
9147,127.7,1,31,8,3,11.0,9,2,11.5
171,140.1,1,20,12,12,13.25,14,11,14.333333333333334
9500,114.8,1,28,15,1,10.75,10,1,10.0
8014,110.0,0,31,8,5,11.4,9,3,11.0
9773,105.5,1,19,6,6,13.0,8,5,12.4
9238,127.3,1,19,8,6,14.0,8,6,12.285714285714286
9085,130.0,1,34,0,0,0.0,0,0,0.0
9556,122.7,1,18,7,7,15.285714285714286,8,8,16.075
9254,113.9,1,18,6,6,13.166666666666666,6,6,12.666666666666666
9147,151.1,1,19,7,5,13.6,11,5,12.833333333333334
9773,125.8,0,22,8,0,0.0,8,0,0.0
9670,128.2,1,32,12,10,11.4,9,4,11.5
9147,135.1,1,61,0,0,0.0,0,0,0.0
9991,120.2,1,30,7,5,11.0,5,5,11.6
9991,132.8,0,45,9,0,0.0,11,0,0.0
9003,140.0,1,20,7,6,13.571428571428571,6,6,12.666666666666666
9500,129.3,1,19,0,0,0.0,0,0,0.0
9119,108.2,1,26,14,4,11.25,11,4,12.0
9670,125.4,1,19,6,3,13.333333333333334,5,1,11.0
9773,140.2,1,19,6,6,12.0,7,6,11.666666666666666
9773,116.1,1,19,6,6,12.5,7,5,13.0
9147,137.8,1,19,6,5,13.2,6,5,12.666666666666666
9670,128.4,0,19,5,0,0.0,4,0,0.0
9670,106.0,0,28,7,3,11.666666666666666,8,2,11.5
9147,130.2,1,24,16,15,13.466666666666669,14,14,13.642857142857142
9130,126.0,1,18,7,3,13.666666666666666,5,5,13.2
9773,113.0,1,18,7,6,11.666666666666666,12,5,10.2
9003,120.0,1,21,9,5,13.4,9,5,12.4
9991,130.9,0,28,5,0,0.0,6,0,0.0
9003,120.0,1,58,9,0,0.0,6,0,0.0
9991,134.1,0,49,5,0,0.0,5,0,0.0
9670,114.8,1,25,5,4,13.75,5,4,14.75
9147,123.0,1,33,5,1,10.0,5,0,0.0
9119,118.0,0,33,11,0,0.0,5,0,0.0
9853,100.0,1,40,4,1,16.0,5,4,15.5
9991,151.1,1,48,9,5,12.285714285714286,8,5,11.125
9500,106.0,1,24,7,6,12.666666666666666,7,6,12.666666666666666
9085,127.1,1,23,6,5,11.8,7,4,13.25
9991,155.5,0,39,6,5,10.6,7,5,14.666666666666666
9003,101.0,1,21,16,9,11.9,14,8,12.25
9119,128.2,1,34,8,4,11.25,8,2,10.5
9773,122.8,1,18,6,6,12.0,6,6,12.5
9147,116.5,1,19,8,2,10.0,8,1,16.0
9500,142.0,1,19,8,7,13.714285714285714,8,7,13.714285714285714
9003,150.0,1,28,14,6,14.875,12,6,15.8
9070,133.3,1,18,7,5,10.8,6,0,0.0
9238,115.8,1,19,11,3,12.0,12,2,10.0
9085,100.0,0,19,10,5,12.5,19,2,13.5
9500,128.6,1,18,7,7,14.728571428571428,11,8,16.327272727272728
9130,137.1,1,18,8,6,12.0,8,5,14.8
9773,149.0,1,18,8,6,11.428571428571429,7,6,11.0
9238,147.0,1,19,6,6,14.166666666666666,6,6,13.5
9238,150.0,1,31,12,5,12.5,10,5,14.6
8014,103.5,1,33,6,6,14.166666666666666,6,6,14.333333333333334
9254,109.4,1,19,8,6,12.666666666666666,8,5,13.4
9070,143.6,1,18,6,6,12.5,6,6,13.0
9070,124.3,1,18,0,0,0.0,0,0,0.0
9670,119.5,0,18,0,0,0.0,0,0,0.0
171,175.6,1,18,0,0,0.0,0,0,0.0
9147,116.1,1,19,8,5,11.2,5,3,11.0
9238,126.6,1,18,6,6,16.5,7,6,17.428571428571427
9085,130.8,1,18,9,3,13.666666666666666,5,5,12.0
9500,133.5,1,18,8,7,15.228571428571428,8,7,15.228571428571428
9238,136.9,1,21,10,9,12.77777777777778,9,9,13.22222222222222
9500,142.3,1,18,8,7,14.428571428571429,8,7,14.428571428571429
9670,114.3,1,18,8,6,13.875,7,6,13.714285714285714
9500,122.9,1,18,10,7,13.128,13,6,13.193333333333332
9500,117.2,1,20,9,6,11.605,10,7,12.4125
9147,152.0,1,18,5,5,14.6,8,5,12.0
9773,122.2,1,18,0,0,0.0,0,0,0.0
9147,101.7,1,20,6,5,11.8,6,5,11.6
9254,119.9,1,20,6,6,12.333333333333334,6,6,12.333333333333334
9147,123.7,1,19,5,4,11.0,5,0,0.0
9070,121.8,1,19,11,11,13.181818181818182,11,11,12.909090909090908
9670,106.1,0,18,6,1,11.0,0,0,0.0
9773,124.3,1,19,6,6,11.833333333333334,7,6,12.285714285714286
9500,124.3,1,20,8,8,12.98125,8,8,12.98125
9147,117.4,1,21,10,6,11.333333333333334,6,5,11.2
9500,112.7,1,21,12,6,11.68,12,6,11.68
9070,123.7,1,20,6,6,14.5,7,6,13.5
9853,105.8,1,19,7,7,13.142857142857142,8,7,12.857142857142858
9085,124.2,0,21,8,2,11.5,7,2,10.5
9085,122.3,1,18,6,5,14.2,7,5,11.8
9254,123.7,1,19,8,5,11.666666666666666,7,5,12.2
9500,129.8,1,18,8,7,13.175,8,8,14.875
9500,123.8,1,19,8,7,13.314285714285717,8,7,13.314285714285717
9147,126.4,1,18,13,3,10.6,12,3,10.5
9773,138.4,1,18,7,6,13.428571428571429,7,6,14.142857142857142
9085,118.2,1,18,7,4,13.25,8,5,15.571428571428571
9070,121.7,1,18,6,2,13.0,6,0,0.0
9238,119.8,1,18,0,0,0.0,0,0,0.0
9238,164.9,1,18,6,6,14.0,6,6,13.166666666666666
9085,100.0,1,20,2,2,12.0,11,6,12.833333333333334
9070,120.4,1,18,8,5,11.8,7,5,10.4
9500,117.8,1,20,8,7,12.791428571428572,8,7,12.791428571428572
9670,110.0,1,40,8,8,11.625,12,5,11.2
9500,128.8,1,18,11,6,11.994444444444444,11,7,12.43142857142857
9254,116.6,1,19,9,5,11.6,12,5,12.2
9991,120.0,1,24,5,0,0.0,6,0,0.0
9773,157.5,1,19,8,6,13.166666666666666,7,6,13.166666666666666
9500,136.3,1,19,8,7,14.1,8,7,14.1
9500,121.5,1,20,8,6,12.396666666666668,9,7,12.94285714285714
9500,133.9,1,18,7,7,15.014285714285714,8,8,16.0875
171,136.8,1,18,0,0,0.0,0,0,0.0
9500,133.5,1,19,8,7,14.05,8,8,15.1
9500,130.0,1,18,8,7,14.85,8,8,15.2
9085,140.0,1,19,10,6,13.0,19,5,13.0
9500,132.7,1,19,8,7,14.7875,8,8,15.8625
9500,117.8,1,19,7,7,13.7,9,7,14.671428571428574
9500,126.1,1,19,7,7,12.495714285714286,9,7,12.242857142857144
9500,120.0,1,19,7,6,14.566666666666668,7,6,14.566666666666668
9670,100.0,0,25,5,5,11.2,5,4,11.25
9500,116.8,1,20,8,7,12.685714285714283,8,7,12.685714285714283
9238,128.3,0,23,12,7,13.571428571428571,14,4,13.25
9070,117.0,1,20,0,0,0.0,0,0,0.0
8014,131.5,1,27,8,5,11.0,7,6,11.166666666666666
9500,134.8,1,18,8,8,14.445,8,8,14.445
8014,130.0,0,23,12,11,14.0,11,8,14.625
9500,127.5,1,19,7,6,13.416666666666666,7,6,13.416666666666666
9147,123.0,1,18,8,5,12.333333333333334,7,5,11.4
9500,100.0,1,20,8,7,13.1,8,8,14.8125
9670,114.2,1,18,9,4,13.2,10,5,12.8
9500,123.5,1,19,8,8,14.75,8,8,14.75
9238,144.3,1,19,7,6,13.142857142857142,6,6,14.333333333333334
9085,161.9,1,18,6,4,13.75,8,5,14.857142857142858
9238,135.9,1,18,11,5,12.4,7,6,13.0
9773,110.1,1,18,6,6,13.333333333333334,6,6,12.0
9853,122.5,0,28,11,11,11.727272727272728,8,8,12.0
9254,138.1,1,19,8,4,12.5,11,1,14.0
171,117.3,1,20,0,0,0.0,0,0,0.0
9500,106.8,1,19,8,6,13.533333333333331,9,7,13.614285714285714
9070,120.1,1,20,6,6,13.166666666666666,6,6,12.666666666666666
9254,116.5,1,19,9,5,13.2,8,5,11.0
9853,139.7,1,19,7,7,13.428571428571429,7,7,14.857142857142858
9070,123.7,1,18,8,6,12.714285714285714,8,6,12.625
9130,116.5,1,19,0,0,0.0,0,0,0.0
9670,122.2,1,19,6,6,13.666666666666666,9,6,13.666666666666666
9773,146.0,1,20,6,5,11.0,6,6,13.166666666666666
9130,123.8,1,18,7,4,12.0,6,5,12.0
9773,120.0,1,18,6,0,0.0,0,0,0.0
9238,126.9,1,18,14,5,11.0,6,6,11.666666666666666
9773,121.3,1,20,12,5,12.0,8,6,11.571428571428571
9500,129.0,1,19,7,7,13.308571428571428,10,8,12.55
9853,114.9,0,21,8,3,13.666666666666666,7,3,10.666666666666666
9670,106.5,0,20,6,0,0.0,9,0,0.0
9254,133.9,1,18,10,5,12.2,8,4,11.25
9773,124.9,1,20,7,6,12.666666666666666,6,6,12.833333333333334
9500,128.5,1,19,8,8,14.07125,8,8,14.07125
9085,126.2,1,22,14,4,14.25,9,5,13.2
9130,121.7,0,22,0,0,0.0,2,0,0.0
9238,120.3,1,19,12,2,13.0,8,5,11.6
171,127.8,1,19,0,0,0.0,0,0,0.0
